nDictator,ch,RT,splitL,splitR
5,-1,0.87468,1,0.09695
5,1,0.824499,0.101864,0.387617
5,-1,0.749649,0.512762,0.22523
5,1,1.04971,0.319016,0.716899
5,-1,1.050201,0.354112,0
5,-1,2.008005,0.375521,0.989031
5,1,1.350706,0.29554,0.816819
5,-1,1.099727,0.477147,0.771272
5,1,1.200205,0,0.086372
5,-1,2.483083,0.984505,0.889714
5,-1,1.116219,0.909363,0.234059
5,-1,0.774672,0.555153,0.328699
5,1,0.624612,0.302946,0.398195
5,1,1.116363,0.268298,0.877627
5,1,1.133066,0.2954,0.899468
5,1,2.208054,0.593458,0.499754
5,1,1.491466,0.977201,0.492875
5,1,1.641429,0.408562,0.768968
5,-1,0.783932,0.614687,0
5,1,1.20806,0.783263,0.968939
5,1,1.166436,0.237843,0.565248
5,-1,1.291232,0.500448,0.737744
5,1,1.099534,0.037989,0.407524
5,1,1.791321,0.932811,0.620636
5,-1,0.941364,0.721761,0.290926
5,-1,1.291424,0.669467,1
5,-1,0.916777,1,0.114952
5,1,0.941329,0.218191,0.413401
5,-1,2.54146,0.70712,0.798388
5,1,2.316419,0.407134,0.896025
5,1,0.983007,0.178083,0.387906
5,1,2.099733,0.398783,0.868516
5,1,0.766336,0.43018,0.512126
5,1,1.557946,0.412828,0.556699
5,-1,0.983034,0.483755,0.269268
5,1,1.166404,0.308041,0.909723
5,1,1.457907,0.792861,0.988441
5,-1,1.291405,0.990536,0.703679
5,1,2.750485,0.201945,0.102847
5,-1,0.749648,0.602233,0.125208
5,1,2.124695,0.814629,0.892049
5,-1,1.800828,0.471591,0.816538
5,-1,0.982998,0.598166,0.693065
5,1,1.599628,0.421219,0.592479
5,1,1.457923,0.397059,0.93097
5,-1,0.841318,0.515039,0.571205
5,-1,1.616301,0.267693,0.201721
5,-1,1.25021,0.233708,0.110934
5,-1,1.149742,0.485382,0.716669
5,1,0.650127,0.188188,0.587795
5,1,1.299565,0.39961,1
5,1,0.774662,0.107719,0.947347
5,-1,0.808006,0.99898,0.199892
5,-1,0.899691,0.997151,0
5,-1,1.699576,0.909168,0.777631
5,-1,0.81634,0.619774,0.210092
5,-1,0.799716,1,0.173761
5,1,0.616277,0.199171,0.883852
5,-1,1.583562,0.307906,0
5,-1,1.491451,0.611031,0.928206
5,-1,0.557736,1,0.899662
5,1,0.899703,0.883378,0.514364
5,1,0.699652,0.112678,0.887872
5,-1,1.466433,0.588311,0.807155
5,1,0.607896,0.225497,0.808244
5,1,0.5746,0.19459,0.80541
5,-1,0.624675,0.977147,0
5,-1,0.616301,0.996345,0.076429
5,-1,0.833474,0.217282,0
5,1,0.574612,0.17341,0.66831
5,1,0.507961,0,0.792873
5,1,0.657951,0.387251,0.667831
5,-1,0.750136,0.321714,0.010474
5,-1,0.574647,0.510297,0.189888
5,-1,0.657971,0.502869,0.295358
5,-1,0.850004,0.124533,0.016991
5,1,0.566296,0.009589,0.600215
5,-1,0.774639,0.270144,0.212505
5,-1,1.257887,0.76589,0.729773
5,-1,0.916333,0.900134,0.607972
5,-1,0.549624,0.788942,0.185383
5,-1,0.55798,0.558044,0.303694
5,-1,0.507948,0.379171,0.108441
5,1,0.424591,0.114413,0.505766
5,-1,0.591287,0.480629,0.101876
5,-1,0.666795,0.399631,0.198754
5,-1,0.724654,0.342715,0.061836
5,-1,0.58295,0.800666,0.305365
5,-1,0.532964,1,0.586676
5,1,0.47461,0.864238,1
5,1,0.399985,0,0.880934
5,-1,0.424581,0.843481,0.431339
5,1,0.924702,0.959978,0.517343
5,-1,0.666308,0.696739,0.206263
5,1,0.491235,0.085912,0.796558
5,-1,1.799626,0.807223,0.475038
5,1,0.307921,0.626938,1
5,-1,0.524558,0.899565,0.038635
5,-1,0.524603,0.300195,0.093103
5,1,1.008049,0.309834,0.415905
5,1,0.44958,0.326535,0.483627
5,1,0.491263,0,0.54064
5,-1,0.474597,0.922125,0.468259
5,-1,0.883447,0.754007,0
5,1,0.550106,0,0.279575
5,-1,1.224533,0.631334,0.471296
5,1,0.99963,0.010362,0.786339
5,1,0.433461,0.319739,0.793007
5,-1,0.749686,1,0.414072
5,1,0.533414,0,0.174852
5,1,0.582953,0.290799,0.990709
5,-1,0.983053,0.909396,0.69386
5,-1,0.474585,0.815115,0.119393
5,-1,0.441241,0.891996,0
5,-1,0.574636,0.495829,0.414942
5,-1,0.416196,1,0.324547
5,-1,0.582921,0.879273,0.700443
5,-1,0.908051,0.585647,0.683991
5,1,0.466249,0.079519,0.382048
5,-1,0.674623,0.505348,0.412296
5,-1,1.083534,0.194306,0.014893
5,1,0.42459,0.11487,0.776848
5,-1,0.45793,0.820769,0.407863
5,-1,0.649634,0.609414,0.408901
5,-1,0.416269,0.629542,0.078766
5,-1,0.833488,0.39569,0.284579
5,1,0.416728,0,0.493949
5,1,0.391263,0,0.708493
5,-1,0.424614,0.718847,0.022193
5,-1,0.649893,0.794189,0.683944
5,1,0.474582,0.104835,0.623405
5,1,0.949701,0.08344,0.296056
5,-1,0.666315,0.673791,0.438614
5,1,0.599626,0.623251,0.698154
5,-1,0.732976,0.998224,0.806463
5,1,0.833486,0,0.140208
5,1,0.499579,0.288866,0.603267
5,-1,0.549595,0.688198,0.107608
5,1,0.891325,0.198028,0.310587
5,-1,0.41629,0.722537,0.006903
5,-1,0.407941,0.513428,0
5,1,0.382945,0.076134,0.69579
5,1,0.933455,0.536119,0.908639
5,1,0.632959,0.621892,0.83391
5,-1,0.407849,0.723826,0.200622
5,-1,0.666326,0.707185,0.494387
5,-1,0.374573,0.913639,0.104608
5,-1,0.407908,1,0
5,1,0.357881,0.608944,1
5,-1,0.733383,0.69169,0.319364
5,1,0.59129,0.087973,0.684525
5,1,0.391239,0.085093,0.474771
5,-1,0.457975,0.513348,0.182707
5,1,0.441265,0.088737,0.2209
5,-1,0.599606,0.897664,0.711355
5,1,0.499635,0.815822,0.879933
6,1,3.141485,0.201388,0.397325
6,1,2.383035,0,0.81479
6,-1,3.666604,0.727684,0.094032
6,1,2.858119,0.012543,0.914347
6,-1,3.199818,0.476104,0.376803
6,-1,2.724774,1,0.012596
6,1,5.384003,0.526947,0.930936
6,1,5.608493,0.597477,1
6,-1,2.10799,0.956346,0.788015
6,1,2.774749,0.617904,0.7822
6,1,2.26682,0.315161,0.88757
6,1,3.183136,0.828865,0.938067
6,-1,4.691758,0.77883,0.505771
6,-1,3.233068,0.525129,0.106172
6,1,3.258142,0.378363,0.912922
6,-1,4.366728,0.994777,0.595016
6,1,5.791947,0.595665,0.687244
6,1,1.783408,0.344322,0.890373
6,1,3.667242,0.057353,0.435387
6,1,3.18312,0.828054,0.982806
6,1,3.917782,0.159454,0.30902
6,-1,2.733133,0.633069,0.173061
6,1,2.634226,0.31871,0.439929
6,-1,3.541533,0.802511,0.324754
6,-1,2.766385,0.434624,0.325005
6,-1,2.007948,0.609476,0.123406
6,1,2.67473,0.689725,0.991339
6,-1,2.408022,0.958329,0.30806
6,-1,2.967646,0.891148,0.220724
6,1,5.034088,0.518009,0.810894
6,1,1.766506,0.035349,0.395363
6,1,2.157914,0.225312,0.38136
6,1,2.225153,0.160523,1
6,1,2.324688,0.766639,0.885202
6,-1,1.433638,0.312457,0.009952
6,-1,1.61689,0.18919,0.098185
6,-1,2.066324,0.386114,0.331852
6,-1,1.899575,0.476751,0.332461
6,-1,1.616922,0.619469,0.299887
6,-1,2.207993,0.876085,0.238536
6,-1,2.199653,0.980415,0.468747
6,-1,1.916284,0.602531,0.520871
6,1,1.641406,0.485601,0.873434
6,-1,1.624549,0.68492,0.204936
6,-1,1.350204,0.199857,0
6,-1,2.016924,0.617954,0.386415
6,-1,2.42468,0.916828,0.394612
6,1,1.757941,0.173587,0.823627
6,1,2.616435,0.612767,0.876776
6,-1,2.325189,0.488599,0.419925
6,1,1.791274,0,0.509475
6,1,1.274695,0.0009,0.596245
6,-1,1.632839,0.32902,0.12045
6,-1,1.608121,0.794321,0.421263
6,1,2.007962,0.498417,0.557703
6,-1,2.424709,0.960899,0.282877
6,-1,1.150292,0.19496,0.097714
6,1,3.024839,0.175839,0.617593
6,-1,1.474538,0.795481,0.304324
6,-1,2.516414,0.4078,0.132841
6,1,1.350205,0.000413,0.192764
6,1,1.649571,0.198074,0.491974
6,1,1.866279,0.221902,0.788599
6,-1,2.316302,0.973806,0.872066
6,-1,1.250726,0.085994,0.000936
6,-1,2.216972,0.914563,0.360353
6,-1,1.383563,0.704369,0
6,-1,2.949803,1,0.674418
6,-1,1.575073,0.611024,0.291541
6,1,1.741242,0.082125,0.880325
6,1,1.991308,0.318119,0.994473
6,-1,1.533573,0.188654,0.033055
6,-1,1.900284,0.580838,0.224209
6,1,1.924622,0.385115,0.706144
6,1,3.449885,0.530083,0.584401
6,-1,1.358087,0.899178,0.198992
6,-1,1.367371,0.590944,0
6,-1,1.991289,0.865984,0.600495
6,-1,2.584239,0.611448,0.109968
6,1,1.216829,0.203769,0.775717
6,1,1.833595,0.111832,0.901599
6,1,1.649563,0.298088,0.629312
6,-1,1.383024,0.991752,0.101018
6,1,1.524674,0.764932,1
6,1,2.03363,0.204462,0.334393
6,-1,1.65793,0.832737,0.097226
6,1,1.591249,0.523502,0.729087
6,-1,1.491282,0.999041,0.207561
6,1,1.732876,0.304116,0.706968
6,1,1.383551,0.196696,0.370195
6,-1,1.466893,0.626921,0.106507
6,-1,1.491182,0.991637,0.413861
6,-1,1.207841,0.910519,0
6,1,1.65792,0.604764,0.803055
6,1,1.833615,0.316432,0.515347
6,-1,1.000143,0.107352,0.003723
6,1,1.69125,0.206703,0.290218
6,1,1.73361,0,0.401925
6,-1,1.732918,0.541065,0.204874
6,-1,1.324731,0.821961,0.580952
6,-1,1.483039,0.833848,0.70234
6,1,1.284025,0.004462,0.90176
6,-1,1.016852,0.305985,0.071196
6,-1,1.516894,0.457014,0.127525
6,-1,0.974702,0.695026,0.111802
6,1,2.116335,0.425313,0.795228
6,-1,1.94964,1,0.495443
6,1,1.600718,0.201877,0.98238
6,1,1.882889,0.586581,0.929859
6,-1,1.633123,0.449766,0.021025
6,-1,2.39139,0.405567,0.11909
6,1,1.366877,0.383974,0.717186
6,1,3.674948,0.199256,0.686599
6,1,1.82457,0.442209,0.979335
6,1,1.999604,0.302993,0.48831
6,1,1.634091,0.028809,0.988599
6,1,1.549563,0.688863,0.878344
6,1,1.632921,0.294078,0.703308
6,-1,1.433087,0.983685,0.591466
6,1,1.174493,0,0.600349
6,-1,0.950168,0.486439,0
6,-1,3.891644,0.894774,0.719291
6,-1,1.816977,0.275211,0
6,1,1.499756,0.336031,0.723611
6,-1,1.633946,0.81828,0.380417
6,1,1.483594,0.102701,0.791923
6,1,1.466425,0.466213,0.703996
6,-1,1.425276,1,0.371435
6,-1,2.016766,0.838451,0.709204
6,-1,1.317347,0.715909,0.179986
6,1,1.807946,0.137429,1
6,1,1.716287,0.142855,0.673461
6,1,1.99961,0.692449,0.789108
6,1,2.00012,0.682737,0.880075
6,1,1.516922,0.101265,0.211673
6,-1,1.87459,0.970866,0.084208
6,1,1.375033,0.312819,0.814124
6,1,1.233479,0,0.715969
6,-1,1.23299,0.87241,0.494683
6,1,1.450739,0.28028,0.910596
6,-1,1.299735,0.78329,0
6,-1,1.550224,0.332019,0.014013
6,-1,1.391401,0.606517,0.40285
6,-1,1.467374,0.730832,0.433013
6,-1,1.224707,0.292532,0.095803
6,1,2.591423,0.409892,0.491886
6,1,2.074641,0.51919,0.737144
6,-1,2.916404,0.73259,0.59185
6,1,1.891799,0.521084,1
6,1,1.633605,0.203907,0.518301
6,-1,0.933477,0.11282,0
6,1,1.69129,0.404089,0.584359
6,1,1.43354,0,1
6,1,1.041318,0,0.836506
6,-1,0.957986,0.996563,0.891078
6,-1,1.374544,0.514448,0.083873
6,1,1.316201,0.073421,0.884454
6,-1,1.066157,0.486883,0
6,1,1.283151,0.79267,0.94603
6,1,0.999666,0,0.695291
6,-1,1.441211,0.684486,0.597201
6,1,1.424509,0.509732,0.795036
6,1,1.433081,0.913494,1
6,1,1.31639,0.085437,0.802098
6,-1,0.882996,1,0.714578
7,-1,4.567506,0.971243,0
7,1,2.533144,1,0.397942
7,-1,2.749838,1,0.289023
7,-1,3.000607,0.609235,0.120982
7,-1,2.266378,0.20893,0.66509
7,1,1.791319,0.308511,0.779033
7,1,2.024716,0.489258,0.229095
7,1,3.150376,0.501885,0.70207
7,1,5.050227,0.316768,0.783579
7,-1,2.516482,0.400276,0.306799
7,-1,1.216879,0.709881,0.195526
7,1,0.808,0.273193,0.914776
7,-1,1.841363,0.853837,0.725081
7,-1,2.083757,0.301602,0.086396
7,-1,0.858043,0.937191,0.092891
7,1,3.883412,0.570176,0.222721
7,1,2.266415,0.891414,0.998956
7,-1,0.83298,0.41437,0.911702
7,-1,2.999899,0.519254,0.935814
7,-1,2.449804,0.889981,0.094969
7,1,2.434238,0.214311,0.815798
7,-1,3.417307,0.093349,0
7,1,1.774676,0.522009,0.708048
7,1,4.066773,0.984776,0.506812
7,-1,2.216424,0.881438,0.383215
7,-1,4.650206,0.001888,0.993054
7,-1,6.368282,1,0.056586
7,-1,1.374597,0.380634,0.095881
7,1,0.482908,0.007834,0.89217
7,-1,1.466451,0.812127,0.721729
7,-1,0.517227,0.629924,0.295203
7,-1,1.182898,0.523219,0.202741
7,-1,0.900109,0.089402,0.008941
7,-1,0.64964,0.693767,0.307187
7,1,1.733615,0.133168,0.163081
7,-1,1.408133,0.986788,0.569913
7,1,1.607968,0.26359,0.980576
7,-1,0.833018,0.809611,0.276796
7,1,1.666935,0,0.382674
7,1,1.008036,0.54747,0.84406
7,1,0.607967,0.581482,0.821743
7,-1,0.799651,0.794662,0.395786
7,1,1.33356,0.106971,0.212062
7,-1,0.507954,0.914548,0.009574
7,1,0.59128,0.106957,0.474627
7,1,0.633377,0,0.070695
7,-1,1.149524,0.98914,0.926193
7,1,1.257908,0.309627,0.502366
7,1,0.916779,0,0.682536
7,-1,0.600603,0.6125,0.028662
7,1,0.641325,0.275665,1
7,-1,0.999682,0.471229,0.015845
7,-1,0.566727,0.292542,0.017293
7,1,0.599552,0.093189,0.30439
7,1,0.78298,0.078655,0.38754
7,1,2.199724,0.386509,0.889593
7,-1,1.033464,0.681929,0.631054
7,-1,0.966367,0.478786,0.009214
7,1,0.532977,0.20277,0.868216
7,-1,0.741321,0.805516,0.485739
7,1,0.758003,0.277826,0.899002
7,1,0.7163,0.300587,0.674942
7,1,0.582931,0.306317,0.596916
7,-1,0.766345,0.987854,0.006552
7,1,1.308085,0.591635,0.989232
7,-1,0.532966,0.689473,0.104801
7,-1,1.116888,0.473149,0.111045
7,-1,1.216186,0.920631,0.701973
7,1,0.833034,0.195992,0.885021
7,1,0.899706,0.185492,1
7,-1,1.016384,0.79361,0.103753
7,-1,0.483456,0.778155,0.101169
7,1,0.700117,0,0.177931
7,1,0.557989,0.09172,0.996127
7,-1,1.908016,0.773451,0.686863
7,1,0.933467,0.486032,0.745504
7,-1,1.266248,0.519314,0.391815
7,1,1.299554,0.622549,0.710203
7,1,0.757944,0.587593,0.926011
7,-1,0.641289,0.615665,0
7,-1,0.674608,0.682399,0
7,-1,0.657972,0.605999,0
7,-1,0.924693,0.589453,0.40386
7,-1,0.632983,0.702865,0.002818
7,1,0.616311,0.062572,0.783262
7,1,0.641309,0.287555,0.685364
7,-1,0.532897,0.605338,0.091512
7,1,1.584112,0.287165,0.373791
7,-1,2.149736,0.609791,0.501889
7,1,1.26641,0.358684,0.500785
7,-1,1.534033,0.992118,0.630023
7,-1,0.566272,0.912923,0
7,-1,2.341372,0.804218,0.596386
7,1,0.97518,0.490759,1
7,-1,2.774843,0.317582,0.242741
7,-1,1.900155,0.91848,0.840549
7,-1,1.674651,0.607368,0.47719
7,-1,2.98386,0.39962,0.301689
7,-1,0.850157,0.191813,0
7,-1,0.741292,1,0.382401
7,-1,3.116587,0.612028,0.395454
7,-1,0.950098,1,0.739372
7,1,2.224751,0.405802,0.596512
7,1,1.608148,0.492657,0.806549
7,1,1.983531,0.514392,0.623047
7,1,2.06637,0.475708,0.922339
7,-1,0.975068,0.68393,0.412407
7,1,1.308573,0.792465,1
7,1,1.208084,0.016503,0.420325
7,-1,1.900704,0.92185,0.81182
7,-1,2.750499,0.677692,0.114799
7,-1,9.817849,0.987364,0.811034
7,-1,8.402014,0.813708,0.012399
7,-1,7.668519,0.502973,0.28779
7,1,6.01709,0.09974,0.882005
7,1,3.441623,0.178168,1
7,-1,1.150629,0.977938,0.691304
7,-1,1.033054,0.419483,0.210422
7,-1,2.874882,0.884003,0.489805
7,1,1.908029,0.700263,0.881472
7,1,9.818487,0.202755,0.997704
7,-1,4.508523,0.772859,0.408684
7,1,3.050538,0.007382,0.193407
7,1,3.066548,0.442289,0.706798
7,1,3.984065,0.616846,0.682243
7,-1,1.707978,0.752376,0.391715
7,1,1.217363,0.222795,0.908276
7,1,1.933023,0.190107,0.795147
7,-1,0.899648,1,0.673531
7,1,1.349757,0.585938,0.814544
7,-1,0.78393,0.806855,0
7,1,0.916339,0,0.500126
7,1,0.699602,0.190275,0.674815
7,-1,0.491279,0.52223,0.225557
7,-1,1.416449,0.900771,0.630072
7,-1,1.183037,1,0.88694
7,1,1.116388,0.584033,0.892946
7,1,2.500291,0.282547,0.599696
7,-1,0.724679,0.571515,0.079155
7,1,0.574639,0.159509,0.807911
7,1,2.574778,0.380318,0.675738
7,-1,0.874647,1,0.405771
7,1,2.091345,0.009778,0.415254
7,1,3.466676,0.508134,0.992668
7,1,1.399834,0.316185,0.475634
7,-1,2.683174,0.81274,0.679545
7,1,2.291429,0.815368,0.866753
7,1,1.633171,0.204646,0.394716
7,-1,2.067498,0.480439,0.408807
7,1,1.733643,0.122409,0.711788
7,1,1.516306,0.08925,0.485425
7,1,1.616286,0.107263,0.288984
7,-1,1.366214,0.99577,0.79508
7,-1,0.666287,1,0.089674
7,1,1.699652,0.279133,0.872859
7,1,1.799685,0.206476,0.592402
7,-1,1.066879,0.191049,0.100102
7,1,2.067005,0.21036,0.282989
7,1,1.717035,0,0.298519
7,1,1.441495,0.023879,0.807167
7,-1,0.97469,0.311241,0.182686
7,1,1.583581,0,0.2661
7,1,1.574639,0.207513,0.613931
7,1,1.49128,0.114252,0.388404
7,1,1.774859,0.206488,0.392912
8,-1,2.024528,0.802366,0
8,-1,1.424586,0.421227,0.008596
8,1,1.499793,0.333153,0.502303
8,1,1.641319,0.213996,0.483958
8,1,2.874883,0.410622,0.815969
8,1,2.225177,0.998602,0.193797
8,1,3.083217,0.211046,0.924414
8,1,3.066572,0.217132,0.762929
8,-1,1.249545,0.485137,0.769906
8,1,1.500307,0.065235,0.193017
8,1,1.600181,0.588471,0.512053
8,1,1.008029,0.101357,0.683941
8,1,1.541228,0.97624,0.855213
8,-1,1.241436,0.557011,0.105141
8,1,1.208081,1,0.914486
8,-1,4.200089,0.388124,1
8,1,1.284033,0.294574,0.386596
8,-1,1.774621,0.847448,0.995362
8,1,3.008217,0.903848,0.718086
8,1,4.034051,0.776717,0.389412
8,1,5.933735,0.268313,0.907656
8,-1,3.200596,0.189075,0.123698
8,1,2.983227,0.427113,0.693287
8,1,3.224911,0.090179,0.605175
8,-1,3.817385,0.697396,0.099374
8,-1,1.099714,0.604927,0.005341
8,1,0.991375,0.283503,0.582256
8,1,1.483613,0.123056,0.327942
8,-1,1.624831,0.522914,0.919188
8,-1,4.267403,0.614735,0.689625
8,1,1.374777,0.997093,0.107769
8,-1,4.391804,0.968171,0.276342
8,1,1.300193,0.09793,0.518048
8,1,2.524801,0.384875,0.906094
8,1,1.233092,0.001377,0.593672
8,1,0.783441,0,0.163151
8,1,2.391895,0.706973,0.490218
8,1,1.316906,1,0.517489
8,1,2.183044,0.198734,0.818462
8,-1,1.758171,0.830901,0.080758
8,-1,7.701873,0.487163,0.701908
8,1,2.958232,0,0.789459
8,-1,1.449484,0.923721,0
8,1,1.22473,0.266592,0.383498
8,-1,2.116373,1,0
8,1,2.066852,1,0.671512
8,-1,1.474775,0.693237,0.112581
8,1,2.349723,0.589665,0.855834
8,1,1.491426,0.168068,0.587413
8,-1,5.517017,0.921961,0.075399
8,1,2.166374,0.308132,0.779406
8,-1,5.542012,0.712971,0.911186
8,1,1.000646,0.319205,0.510114
8,1,2.616478,0.684037,0.535037
8,-1,2.674802,0.402924,0.076471
8,1,3.266623,0.909393,0.392805
8,1,2.783164,0.483296,0.786854
8,-1,2.216405,0.59409,0.204119
8,1,2.649819,0.166637,0.39045
8,-1,2.184247,0.671853,0.308816
8,1,1.79963,0.182876,0.928825
8,-1,1.257899,0.600958,1
8,1,1.207891,0.217157,0.390818
8,-1,0.933476,0.294903,0.015341
8,1,2.983202,0.488426,0.588126
8,1,1.850801,0,0.19107
8,-1,3.349949,0.687242,0.427189
8,-1,0.966908,0.498092,0.035803
8,-1,0.966395,0.319438,0.096764
8,1,1.341393,0.201454,0.27934
8,1,2.341418,0.009117,0.98234
8,1,1.474575,0.788722,0.584808
8,-1,0.983016,0.877327,0.046651
8,1,1.599816,0.713196,0.617488
8,1,1.166256,0.074759,0.864548
8,1,2.466928,0.811843,0.86103
8,-1,2.758172,1,0.065285
8,1,1.699609,0.597121,0.984501
8,-1,1.266334,0.482934,0
8,-1,2.599818,0.574509,0.395166
8,-1,1.383136,0.3924,0.204009
8,-1,1.158074,0.89248,0.193572
8,1,0.966335,0.609193,0.521458
8,-1,0.933466,0.108488,0
8,1,2.141321,0.802093,0.464654
8,-1,4.516854,0.516308,0.20611
8,1,1.000186,0.287906,0.371812
8,1,1.249565,0.084196,0.800855
8,1,1.016308,0.315538,0.692892
8,-1,0.858004,0.600316,0
8,1,0.891345,0.22019,0.31843
8,-1,0.807952,0.429629,0.09142
8,1,1.924666,1,0.801356
8,-1,1.399793,0.797042,0.909948
8,1,2.258079,0.792131,0.679639
8,1,1.007987,0.175094,0.813522
8,-1,1.600082,0.621177,0.787934
8,1,1.05021,0,0.29158
8,1,2.207979,0.203626,0.579935
8,-1,1.424785,0.410934,0.006386
8,-1,1.882992,0.807048,0.897581
8,-1,2.658116,0.659847,0
8,1,0.757988,0.890782,0.520745
8,-1,1.616315,0.277629,0.206745
8,-1,1.350683,0.575645,0.084099
8,-1,2.183047,0,0.477546
8,1,1.949704,0.306863,0.915063
8,-1,1.933021,0.62774,0.425778
8,1,0.983995,0.402637,0.517732
8,1,1.191213,0.825059,0.58994
8,-1,1.21686,0.07944,0
8,1,0.916813,0.116536,0.207607
8,-1,1.274783,0.665186,0.995237
8,-1,2.183046,0.579807,0.916446
8,-1,1.482953,0.700731,0.198646
8,-1,2.258073,0.508528,0.44054
8,-1,0.900166,0.679421,0.16821
8,1,2.349758,0.497121,0.116447
8,-1,0.891326,0.730003,0.295752
8,-1,0.94966,0.394788,0.104115
8,-1,2.891515,0.69374,0.817535
8,1,1.649825,0.004001,0.905773
8,-1,1.933644,0.834115,0.389219
8,-1,1.300229,0.812768,0.09994
8,1,1.766992,0.035402,0.14396
8,1,0.974686,0.918448,0.743746
8,-1,4.558475,0.825393,1
8,1,6.542202,0.186897,0.698306
8,1,2.666488,0.322579,0.895633
8,-1,2.683138,0.516662,0.993493
8,1,2.574761,0.972077,0.874132
8,-1,3.251039,0.37112,0.026196
8,1,5.041868,0.19995,0.989535
8,1,1.041356,1,0.317018
8,1,0.833484,0,0.184209
8,1,1.233555,0.286071,0.099708
8,-1,0.908047,0.710015,0
8,1,1.566246,0.270337,0.801368
8,-1,3.558367,0.483249,0.864132
8,-1,2.766992,0.97611,0.110682
8,-1,1.38292,0.414432,0.994908
8,1,2.174717,0.092319,0.876604
8,-1,0.98303,0.502372,0.231579
8,-1,1.057823,0.479129,0.109357
8,1,2.508106,1,0.702502
8,-1,3.08323,0.38637,1
8,1,1.524605,0.392802,0.634591
8,-1,0.733338,0.510184,1
8,1,1.749871,0.883624,0.597943
8,-1,1.075195,0.792905,0.279459
8,1,1.824663,0.397718,0.508152
8,-1,1.124689,0.564907,0.309047
8,-1,0.766357,0.508797,0.317313
8,-1,0.717259,0.760702,0
8,1,2.191406,0.868999,0.416969
8,1,1.174753,0,0.689183
8,-1,1.491267,0.284449,1
8,1,1.266448,0.985016,0.184553
8,1,0.650158,0.016692,0.31806
8,-1,3.299994,0.594231,0.692146
8,-1,1.049704,0.980107,0.002225
8,-1,1.066376,0.629827,1
8,-1,2.60814,0.698661,0.407705
8,1,1.624627,0.319722,0.633907
8,1,3.925057,0.803437,0.724647
9,1,1.666254,0.087445,0.703449
9,1,3.616599,0.277772,0.404961
9,-1,1.533523,0.477141,0
9,1,1.032987,0.200466,0.917118
9,-1,1.741303,0.292282,0.162153
9,-1,2.233018,0.604535,0.995298
9,-1,1.333047,0.873096,0.281254
9,1,0.933923,0.323035,0.69689
9,1,0.883487,0,0.11286
9,-1,0.816323,0.391151,0.176158
9,-1,1.782923,0.980593,0.560969
9,-1,0.916792,0.730803,0.103387
9,-1,1.133492,0.614466,0.031269
9,1,1.557908,0.002259,0.782274
9,-1,1.041161,0.703645,0.176005
9,1,1.066374,0.11643,0.385305
9,-1,1.882959,0.398007,0.619229
