10,0.010839,-1,0.40791,0.31399,0.80763
10,0.010839,-1,1.3836,0.090171,0.27671
10,0.010839,1,0.40793,0.68765,0.007893
10,0.010839,1,1.5503,0.31847,0
10,0.010839,1,0.41631,0.89216,0.054811
10,0.010839,-1,1.5913,0.052906,0.43836
10,0.010839,1,0.43278,0.86542,0
10,0.010839,-1,6.0671,0.000998,0.40641
10,0.010839,1,0.35001,0.77985,0.10245
10,0.010839,1,1.3336,0.20986,0.091739
10,0.010839,1,0.4079,0.71191,0.28448
10,0.010839,1,1.3002,0.15258,0.10233
12,0.48825,-1,0.53341,0.092325,0.001784
12,0.48825,1,9.6177,0.7745,0.21844
12,0.48825,-1,6.7755,0.39857,0.58625
12,0.48825,-1,0.51626,0.51834,0.20053
12,0.48825,-1,0.59962,0.48879,0.38819
12,0.48825,1,14.727,1,0
12,0.48825,1,6.7421,0.78353,0.21647
12,0.48825,1,0.58319,0.93605,0.77819
12,0.48825,-1,0.5672,0.51085,0.12461
12,0.48825,1,11.369,0.90579,0.089192
12,0.48825,1,4.8502,0.80486,0.18933
12,0.48825,1,0.55792,0.98818,0.57011
1,0.50501,1,0.63336,0,0.11152
1,0.50501,-1,0.65798,0.51342,0.27506
1,0.50501,1,2.7331,0.089604,0.91285
1,0.50501,-1,4.0334,0.22325,0.81694
1,0.50501,1,0.69107,0.97634,0.71001
1,0.50501,-1,0.71673,0.49624,0.24226
1,0.50501,-1,1.7163,0.9748,0.016341
1,0.50501,1,3.1671,0.38925,0.6015
1,0.50501,1,0.61671,0.77338,0.46441
1,0.50501,1,0.61674,0.08953,0.23493
1,0.50501,-1,3.8844,0.21535,0.81027
1,0.50501,1,2.9498,0.7139,0.31926
14,0.54103,-1,1.7503,0.31959,0.80022
14,0.54103,-1,2.1414,0.58239,0.42916
14,0.54103,1,0.70007,1,0.72433
14,0.54103,-1,0.6745,0.50719,0.090877
14,0.54103,-1,2.008,0.097893,0.97706
14,0.54103,1,3.4416,0.87978,0.21998
14,0.54103,-1,0.60796,0.40689,0
14,0.54103,-1,0.53292,0.69722,0.099138
14,0.54103,1,2.2671,0.68955,0.41513
14,0.54103,1,2.0914,0.12356,0.91075
14,0.54103,1,0.65011,0,0.18735
14,0.54103,-1,0.63297,0.6407,0.99947
2,0.5498,-1,0.45008,0.21337,0.13656
2,0.5498,1,0.45012,0.018567,0.4749
2,0.5498,-1,1.7663,0.78643,0.30726
2,0.5498,1,1.7913,0.19837,0.88684
2,0.5498,-1,0.43291,0.69258,0.11099
2,0.5498,1,0.43341,0.17182,0.47124
2,0.5498,1,2.1337,0.40325,0.70135
2,0.5498,1,2.3504,0.91373,0.29216
2,0.5498,1,0.3996,0,0.57102
2,0.5498,1,0.4167,0.000569,0.17951
2,0.5498,1,2.6753,0.70535,0.48597
2,0.5498,-1,5.7844,1,0.10953
8,0.59384,-1,3.3,0.59423,0.69215
8,0.59384,-1,0.76636,0.5088,0.31731
8,0.59384,1,5.9337,0.26831,0.90766
8,0.59384,1,0.75799,0.89078,0.52075
8,0.59384,1,3.2666,0.90939,0.39281
8,0.59384,-1,0.80795,0.42963,0.09142
8,0.59384,1,3.0832,0.21105,0.92441
8,0.59384,1,0.78344,0,0.16315
8,0.59384,1,5.0419,0.19995,0.98954
8,0.59384,-1,0.73334,0.51018,1
8,0.59384,1,2.6165,0.68404,0.53504
8,0.59384,1,0.65016,0.016692,0.31806
3,0.59707,-1,0.40793,0.57995,0.092779
3,0.59707,-1,1.6996,0.81648,0.39899
3,0.59707,1,4.175,0.42804,0.77572
3,0.59707,-1,0.39119,0.70017,0.29462
3,0.59707,-1,0.44962,0.4172,0.021618
3,0.59707,1,5.8753,0.29832,0.90242
3,0.59707,-1,1.8163,0.99029,0.18957
3,0.59707,-1,0.42459,0.7127,0.22379
3,0.59707,1,0.46624,0.028047,0.57544
3,0.59707,-1,4.9334,0.89297,0.28352
3,0.59707,1,1.8913,0.97619,0.29227
3,0.59707,1,0.45008,0,0.29445
11,0.61125,1,0.48338,0.061373,0.32205
11,0.61125,1,3.9672,0.9067,0.40883
11,0.61125,-1,0.57459,0.57297,0.18281
11,0.61125,-1,3.35,0.79313,0.44859
11,0.61125,1,0.57463,0.00692,0.40702
11,0.61125,-1,2.5748,0.41844,0.92755
11,0.61125,1,0.58343,0.008432,0.41126
11,0.61125,1,2.6332,1,0.32191
11,0.61125,1,0.59964,0.18218,0.68136
11,0.61125,-1,2.5915,0.9796,0.18346
11,0.61125,-1,0.60797,0.61137,0.98931
11,0.61125,-1,9.3761,0.92165,0.28409
9,0.65553,1,0.58293,0.022982,0.38776
9,0.65553,1,0.59124,0.10809,0.61663
9,0.65553,1,3.7333,0.51193,0.78423
9,0.65553,-1,2.7081,0.91256,0.40413
9,0.65553,-1,0.6663,0.7453,0
9,0.65553,1,0.66676,0.11852,0.40036
9,0.65553,-1,2.483,0.58152,0.80194
9,0.65553,1,2.3247,0.97809,0.38575
9,0.65553,-1,0.6835,0.27963,0.019356
9,0.65553,-1,0.69129,0.52043,0.10154
9,0.65553,1,2.5581,0.90954,0.51977
9,0.65553,-1,3.0915,0.82251,0.42473
15,0.71807,-1,0.35794,0.39229,0.29385
15,0.71807,1,0.3996,0.3865,0.86785
15,0.71807,-1,1.6246,0.61807,0.89154
15,0.71807,-1,1.2995,0.63832,0.87068
15,0.71807,-1,0.42458,0.88701,0.39229
15,0.71807,1,0.4329,0.28349,0.78737
15,0.71807,-1,1.4998,0.72294,0.79776
15,0.71807,1,1.8413,0.38683,0.98937
15,0.71807,-1,0.2745,0.39722,0.00356
15,0.71807,1,0.33266,0.97577,0.6188
15,0.71807,-1,2.7336,0.89706,0.50498
15,0.71807,-1,2.1164,0.99274,0.43305
5,0.79327,-1,0.37457,0.91364,0.10461
5,0.79327,1,0.35788,0.60894,1
5,0.79327,-1,1.2914,0.66947,1
5,0.79327,-1,1.2579,0.76589,0.72977
5,0.79327,-1,0.40785,0.72383,0.20062
5,0.79327,1,0.39126,0,0.70849
5,0.79327,1,1.4579,0.39706,0.93097
5,0.79327,1,2.3164,0.40713,0.89602
5,0.79327,1,0.39124,0.085093,0.47477
5,0.79327,1,0.38294,0.076134,0.69579
5,0.79327,-1,1.1662,0.73384,1
5,0.79327,1,1.2996,0.39961,1
7,0.98574,-1,9.8178,0.98736,0.81103
7,0.98574,1,0.48291,0.007834,0.89217
7,0.98574,1,2.2664,0.89141,0.99896
7,0.98574,-1,0.48346,0.77816,0.10117
7,0.98574,-1,1.9007,0.92185,0.81182
7,0.98574,-1,0.49128,0.52223,0.22556
7,0.98574,-1,1.9002,0.91848,0.84055
7,0.98574,-1,0.50795,0.91455,0.009574
7,0.98574,1,1.908,0.70026,0.88147
7,0.98574,-1,0.51723,0.62992,0.2952
7,0.98574,1,2.2914,0.81537,0.86675
7,0.98574,-1,0.5329,0.60534,0.091512
4,1,-1,2.2247,0.79362,0.70302
4,1,-1,1.6246,0.79178,0.71383
4,1,-1,0.64962,0.64577,0.089134
4,1,-1,0.61677,0.27801,0.084839
4,1,1,1.8664,0.68731,0.82335
4,1,-1,2.6748,0.923,0.80104
4,1,-1,0.60794,0.68946,0
4,1,1,0.59965,0.13167,0.67001
4,1,1,1.7413,0.88635,1
4,1,-1,1.5163,0.99393,0.9334
4,1,-1,0.56676,0.42916,0.081084
4,1,-1,0.4994,0.90148,0
6,1,1,2.6747,0.68973,0.99134
6,1,-1,2.9498,1,0.67442
6,1,-1,0.95017,0.48644,0
6,1,-1,0.95799,0.99656,0.89108
6,1,-1,3.8916,0.89477,0.71929
6,1,1,5.6085,0.59748,1
6,1,-1,0.9747,0.69503,0.1118
6,1,1,0.99967,0,0.69529
6,1,1,3.1831,0.82805,0.98281
6,1,1,3.1831,0.82886,0.93807
6,1,-1,0.883,1,0.71458
6,1,-1,0.93348,0.11282,0
13,1,-1,1.3412,0.95445,0.72184
13,1,-1,1.2752,0.86665,0.8103
13,1,-1,0.38287,0.81157,0
13,1,1,0.3829,0.48108,0.61528
13,1,-1,0.96636,0.98148,0.69883
13,1,-1,1.1162,0.96002,0.77369
13,1,1,0.37459,0.1141,0.81434
13,1,-1,0.38272,0.65577,0
13,1,-1,0.9997,0.97582,0.79388
13,1,-1,1.6664,0.96237,0.88452
13,1,-1,0.34119,0.99258,0.38117
13,1,-1,0.3667,0.88671,0.29147
16,1,1,1.5331,0.69885,1
16,1,1,1.2495,0.81077,0.91524
16,1,1,0.29121,0.026283,0.7775
16,1,1,0.29954,0.16774,0.93094
16,1,1,1.6165,0.74568,0.89299
16,1,-1,1.6997,0.97441,0.71103
16,1,1,0.30788,0.13105,0.8948
16,1,1,0.31625,0.14832,0.76951
16,1,-1,1.3496,0.96063,0.88838
16,1,1,1.7746,0.91098,1
16,1,1,0.27478,0.59315,0.89124
16,1,1,0.28294,0.002854,1
